主站点号,电压等级,间隔名称,设备名称,设备大类,信息分类,告警分级,量测类型,动作量词,信号类型,是否上光字牌,主站端描述（合并信息填母点描述）,厂站端描述
197,10kV,10kV2442分段,2442-43隔离手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,是,2442-43隔离手车工作位置,2442-43隔离手车工作位置
198,10kV,10kV2061电容器,2061开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,是,2061,2061
199,10kV,10kV2061电容器,2061开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,是,2061开关手车工作位置,2061开关手车工作位置
200,10kV,10kV2061电容器,2061-27接地刀闸,接地刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2061-27,2061-27
201,10kV,10kV2061电容器,2061-1刀闸,交流刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2061-1,2061-1
202,10kV,10kV2061电容器,2061-17接地刀闸,接地刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2061-17,2061-17
203,10kV,10kV2062电容器,2062开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,是,2062,2062
204,10kV,10kV2062电容器,2062开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,是,2062开关手车工作位置,2062开关手车工作位置
205,10kV,10kV2062电容器,2062-27接地刀闸,接地刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2062-27,2062-27
206,10kV,10kV2062电容器,2062-1刀闸,交流刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2062-1,2062-1
207,10kV,10kV2062电容器,2062-17接地刀闸,接地刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2062-17,2062-17
208,10kV,10kV2063电容器,2063开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,是,2063,2063
209,10kV,10kV2063电容器,2063开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,是,2063开关手车工作位置,2063开关手车工作位置
210,10kV,10kV2063电容器,2063-27接地刀闸,接地刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2063-27,2063-27
211,10kV,10kV2063电容器,2063-1刀闸,交流刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2063-1,2063-1
212,10kV,10kV2063电容器,2063-17接地刀闸,接地刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2063-17,2063-17
213,10kV,10kV2064电容器,2064开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,是,2064,2064
214,10kV,10kV2064电容器,2064开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,是,2064开关手车工作位置,2064开关手车工作位置
215,10kV,10kV2064电容器,2064-27接地刀闸,接地刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2064-27,2064-27
216,10kV,10kV2064电容器,2064-1刀闸,交流刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2064-1,2064-1
217,10kV,10kV2064电容器,2064-17接地刀闸,接地刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2064-17,2064-17
218,10kV,10kV2065电容器,2065开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,是,2065,2065
219,10kV,10kV2065电容器,2065开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,是,2065开关手车工作位置,2065开关手车工作位置
220,10kV,10kV2065电容器,2065-27接地刀闸,接地刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2065-27,2065-27
221,10kV,10kV2065电容器,2065-1刀闸,交流刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2065-1,2065-1
222,10kV,10kV2065电容器,2065-17接地刀闸,接地刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2065-17,2065-17
223,10kV,10kV2066电容器,2066开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,是,2066,2066
224,10kV,10kV2066电容器,2066开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,是,2066开关手车工作位置,2066开关手车工作位置
225,10kV,10kV2066电容器,2066-27接地刀闸,接地刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2066-27,2066-27
226,10kV,10kV2066电容器,2066-1刀闸,交流刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2066-1,2066-1
227,10kV,10kV2066电容器,2066-17接地刀闸,接地刀闸,告知,,位置遥信,PSCADA分位/合位,一般遥信,是,2066-17,2066-17
228,110kV,1号主变公用,1-7刀闸机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,1-7中性点刀闸机构就地控制,1-7中性点刀闸机构就地控制
229,110kV,1号主变公用,1-7刀闸机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1-7中性点刀闸电机电源消失,1-7中性点刀闸电机电源消失
230,110kV,1号主变公用,1-7刀闸机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1-7中性点刀闸控制电源消失,1-7中性点刀闸控制电源消失
231,110kV,1号主变公用,1号主变机构,辅助设备,事故,,,PSCADA复归/动作,主设备故障告警,是,1#主变本体重瓦斯跳闸,1#主变本体重瓦斯跳闸
232,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变本体轻瓦斯告警,1#主变本体轻瓦斯告警
233,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变本体压力释放告警,1#主变本体压力释放告警
234,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变本体油温1温度高告警,1#主变本体油温1温度高告警
235,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变本体油温2温度高告警,1#主变本体油温2温度高告警
236,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变本体油位异常,1#主变本体油位异常
237,110kV,1号主变公用,1号主变机构,辅助设备,事故,,,PSCADA复归/动作,主设备故障告警,是,1#主变有载重瓦斯跳闸,1#主变有载重瓦斯跳闸
238,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变有载轻瓦斯告警,1#主变有载轻瓦斯告警
239,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变有载油位异常,1#主变有载油位异常
240,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变过载闭锁有载调压,1#主变过载闭锁有载调压
241,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变有载调档异常告警,1#主变有载调档异常告警
242,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变有载调压电源消失,1#主变有载调压电源消失
243,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1保护动作,1#主变保护A屏CSC326T1保护动作
244,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1差动保护动作,1#主变保护A屏CSC326T1差动保护动作
245,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1差动速断保护动作,1#主变保护A屏CSC326T1差动速断保护动作
246,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧复压过流保护I段1时限动作,1#主变保护A屏CSC326T1高压侧复压过流保护I段1时限动作
247,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧复压过流保护I段2时限动作,1#主变保护A屏CSC326T1高压侧复压过流保护I段2时限动作
248,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧复压过流保护I段3时限动作,1#主变保护A屏CSC326T1高压侧复压过流保护I段3时限动作
249,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧复压过流保护II段1时限动作,1#主变保护A屏CSC326T1高压侧复压过流保护II段1时限动作
250,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧复压过流保护II段2时限动作,1#主变保护A屏CSC326T1高压侧复压过流保护II段2时限动作
251,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧复压过流保护II段3时限动作,1#主变保护A屏CSC326T1高压侧复压过流保护II段3时限动作
252,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧复压过流保护III段1时限动作(过流),1#主变保护A屏CSC326T1高压侧复压过流保护III段1时限动作(过流)
253,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧复压过流保护III段2时限动作,1#主变保护A屏CSC326T1高压侧复压过流保护III段2时限动作
254,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧零序过流保护I段1时限动作,1#主变保护A屏CSC326T1高压侧零序过流保护I段1时限动作
255,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧零序过流保护I段2时限动作,1#主变保护A屏CSC326T1高压侧零序过流保护I段2时限动作
256,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧零序过流保护I段3时限动作,1#主变保护A屏CSC326T1高压侧零序过流保护I段3时限动作
257,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧零序过流保护II段1时限动作,1#主变保护A屏CSC326T1高压侧零序过流保护II段1时限动作
258,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧零序过流保护II段2时限动作,1#主变保护A屏CSC326T1高压侧零序过流保护II段2时限动作
259,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧零序过流保护II段3时限动作,1#主变保护A屏CSC326T1高压侧零序过流保护II段3时限动作
260,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧零序过流保护III段1时限动作,1#主变保护A屏CSC326T1高压侧零序过流保护III段1时限动作
261,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧零序过流保护III段2时限动作,1#主变保护A屏CSC326T1高压侧零序过流保护III段2时限动作
262,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧间隙过流保护1时限动作,1#主变保护A屏CSC326T1高压侧间隙过流保护1时限动作
263,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧间隙过流保护2时限动作,1#主变保护A屏CSC326T1高压侧间隙过流保护2时限动作
264,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧零序过压保护1时限动作,1#主变保护A屏CSC326T1高压侧零序过压保护1时限动作
265,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1高压侧零序过压保护2时限动作,1#主变保护A屏CSC326T1高压侧零序过压保护2时限动作
266,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1低压侧复压过流保护I段1时限动作,1#主变保护A屏CSC326T1低压侧复压过流保护I段1时限动作
267,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1低压侧复压过流保护I段2时限动作,1#主变保护A屏CSC326T1低压侧复压过流保护I段2时限动作
268,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1低压侧复压过流保护I段3时限动作,1#主变保护A屏CSC326T1低压侧复压过流保护I段3时限动作
269,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1低压侧复压过流保护II段1时限动作,1#主变保护A屏CSC326T1低压侧复压过流保护II段1时限动作
270,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1低压侧复压过流保护II段2时限动作,1#主变保护A屏CSC326T1低压侧复压过流保护II段2时限动作
271,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1低压侧复压过流保护II段3时限动作,1#主变保护A屏CSC326T1低压侧复压过流保护II段3时限动作
272,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1低压侧复压过流保护III段1时限动作,1#主变保护A屏CSC326T1低压侧复压过流保护III段1时限动作
273,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1低压侧复压过流保护III段2时限动作,1#主变保护A屏CSC326T1低压侧复压过流保护III段2时限动作
274,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1低压侧零序过流1时限动作,1#主变保护A屏CSC326T1低压侧零序过流1时限动作
275,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1低压侧零序过流2时限动作,1#主变保护A屏CSC326T1低压侧零序过流2时限动作
276,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护A屏CSC326T1低压侧零序过流3时限动作,1#主变保护A屏CSC326T1低压侧零序过流3时限动作
277,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护A屏CSC326T1高压侧过负荷,1#主变保护A屏CSC326T1高压侧过负荷
278,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护A屏CSC326T1低压侧过负荷,1#主变保护A屏CSC326T1低压侧过负荷
279,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护A屏CSC326T1高压侧PT断线,1#主变保护A屏CSC326T1高压侧PT断线
280,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护A屏CSC326T1低压侧PT断线,1#主变保护A屏CSC326T1低压侧PT断线
281,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护A屏CSC326T1高压侧CT断线,1#主变保护A屏CSC326T1高压侧CT断线
282,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护A屏CSC326T1低压侧CT断线,1#主变保护A屏CSC326T1低压侧CT断线
283,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,1#主变保护A屏CSC326T1装置故障,1#主变保护A屏CSC326T1装置故障
284,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护A屏CSC326T1装置异常,1#主变保护A屏CSC326T1装置异常
285,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护A屏CSC326T1SV总告警,1#主变保护A屏CSC326T1SV总告警
286,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,是,1#主变保护A屏CSC326T1通信中断,1#主变保护A屏CSC326T1通信中断
287,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护A屏CSC326T1对时异常,1#主变保护A屏CSC326T1对时异常
